Event_id,borough_id,crime_level,crime_level_weight
283711793,1,MISDEMEANOR,2
283711820,4,MISDEMEANOR,2
283715050,1,MISDEMEANOR,2
283715055,1,MISDEMEANOR,2
283715065,2,MISDEMEANOR,2
283715072,4,FELONY,3
283715081,5,MISDEMEANOR,2
283716127,1,FELONY,3
283719199,3,MISDEMEANOR,2
283719214,1,VIOLATION,1
283719235,2,VIOLATION,1
283719236,2,MISDEMEANOR,2
283719238,2,FELONY,3
283719265,4,VIOLATION,1
283721438,2,MISDEMEANOR,2
283721471,4,MISDEMEANOR,2
283721475,4,FELONY,3
283724841,3,VIOLATION,1
283724883,2,VIOLATION,1
283724889,2,MISDEMEANOR,2
283724898,2,MISDEMEANOR,2
283724918,4,MISDEMEANOR,2
283724928,4,FELONY,3
283727420,3,MISDEMEANOR,2
283727431,1,MISDEMEANOR,2
283727432,1,FELONY,3
283727461,2,VIOLATION,1
283727498,5,MISDEMEANOR,2
283730079,3,FELONY,3
283730109,2,FELONY,3
283730116,2,MISDEMEANOR,2
283730148,4,MISDEMEANOR,2
283732930,3,FELONY,3
283732947,3,MISDEMEANOR,2
283732978,1,MISDEMEANOR,2
283732998,2,MISDEMEANOR,2
283733006,2,MISDEMEANOR,2
283733011,2,MISDEMEANOR,2
283733016,2,MISDEMEANOR,2
283733048,4,FELONY,3
283733052,4,FELONY,3
283736359,1,VIOLATION,1
283736360,1,FELONY,3
283736376,2,FELONY,3
283736425,4,VIOLATION,1
283739902,3,FELONY,3
283739920,1,MISDEMEANOR,2
283739939,2,MISDEMEANOR,2
283739940,2,MISDEMEANOR,2
283739941,2,FELONY,3
283739942,2,FELONY,3
283739945,2,MISDEMEANOR,2
283739971,4,MISDEMEANOR,2
283743421,3,MISDEMEANOR,2
283743431,1,MISDEMEANOR,2
283743439,1,FELONY,3
283743462,2,FELONY,3
283743465,2,MISDEMEANOR,2
283743482,4,MISDEMEANOR,2
283743498,4,MISDEMEANOR,2
283743500,4,VIOLATION,1
283743501,4,FELONY,3
283743506,5,FELONY,3
283747790,1,FELONY,3
283747816,2,MISDEMEANOR,2
283747817,2,MISDEMEANOR,2
283747818,2,MISDEMEANOR,2
283747819,2,MISDEMEANOR,2
283747848,4,FELONY,3
283747856,4,VIOLATION,1
283752378,3,MISDEMEANOR,2
283752409,1,VIOLATION,1
283752410,1,MISDEMEANOR,2
283752412,1,MISDEMEANOR,2
283752432,2,MISDEMEANOR,2
283752433,2,MISDEMEANOR,2
283752435,2,MISDEMEANOR,2
283752467,4,VIOLATION,1
283752468,4,FELONY,3
283752488,5,VIOLATION,1
283754810,3,FELONY,3
283754816,3,FELONY,3
283754829,1,VIOLATION,1
283754912,5,FELONY,3
283754915,5,FELONY,3
283757578,3,FELONY,3
283757597,1,FELONY,3
283757613,1,FELONY,3
283757629,2,FELONY,3
283757644,2,MISDEMEANOR,2
283757663,4,FELONY,3
283760161,2,FELONY,3
283760174,2,FELONY,3
283760175,2,FELONY,3
283760209,4,MISDEMEANOR,2
283760210,4,MISDEMEANOR,2
283760217,5,FELONY,3
283762590,3,MISDEMEANOR,2
283762604,1,MISDEMEANOR,2
283762610,1,MISDEMEANOR,2
283762632,2,FELONY,3
283762633,2,MISDEMEANOR,2
283762640,2,FELONY,3
283762641,2,VIOLATION,1
283762642,2,VIOLATION,1
283762668,4,FELONY,3
283762669,4,VIOLATION,1
283762674,5,MISDEMEANOR,2
283763389,3,FELONY,3
283763395,3,MISDEMEANOR,2
283763408,1,MISDEMEANOR,2
283763416,1,FELONY,3
283763434,2,FELONY,3
283763435,2,MISDEMEANOR,2
283763441,2,MISDEMEANOR,2
283763442,2,MISDEMEANOR,2
283763468,4,MISDEMEANOR,2
283763638,1,FELONY,3
283763639,1,MISDEMEANOR,2
283763662,2,MISDEMEANOR,2
283763678,4,MISDEMEANOR,2
283763681,4,MISDEMEANOR,2
283763692,4,MISDEMEANOR,2
283763693,4,MISDEMEANOR,2
283766029,3,VIOLATION,1
283766057,1,FELONY,3
283766062,2,FELONY,3
283766063,2,MISDEMEANOR,2
283766067,2,MISDEMEANOR,2
283766100,4,MISDEMEANOR,2
283767600,3,MISDEMEANOR,2
283767601,3,MISDEMEANOR,2
283767616,1,MISDEMEANOR,2
283767617,1,FELONY,3
283767618,1,MISDEMEANOR,2
283767625,1,FELONY,3
283767626,1,MISDEMEANOR,2
283767627,1,FELONY,3
283767640,2,FELONY,3
283767641,2,MISDEMEANOR,2
283767643,2,FELONY,3
283775719,1,FELONY,3
283775738,2,MISDEMEANOR,2
283775753,4,MISDEMEANOR,2
283776385,3,FELONY,3
283776393,1,MISDEMEANOR,2
283776810,3,MISDEMEANOR,2
283780260,3,MISDEMEANOR,2
283780264,3,VIOLATION,1
283780294,4,FELONY,3
283780296,4,MISDEMEANOR,2
283780781,3,MISDEMEANOR,2
283780822,4,FELONY,3
283780823,4,MISDEMEANOR,2
283781535,3,FELONY,3
283781556,1,MISDEMEANOR,2
283781557,1,VIOLATION,1
283781574,2,FELONY,3
283781599,4,MISDEMEANOR,2
283785889,3,MISDEMEANOR,2
283785895,3,MISDEMEANOR,2
283785896,3,MISDEMEANOR,2
283785917,2,MISDEMEANOR,2
283785922,2,FELONY,3
283785925,2,FELONY,3
283785931,2,MISDEMEANOR,2
283785965,4,FELONY,3
283785973,5,MISDEMEANOR,2
283788623,3,MISDEMEANOR,2
283788625,3,VIOLATION,1
283788648,1,MISDEMEANOR,2
283788649,1,VIOLATION,1
283788651,1,FELONY,3
283788652,1,FELONY,3
283788659,2,MISDEMEANOR,2
283788671,2,MISDEMEANOR,2
283788678,2,FELONY,3
283788715,4,FELONY,3
283791258,3,MISDEMEANOR,2
283791259,3,VIOLATION,1
283791279,1,FELONY,3
283791294,2,MISDEMEANOR,2
283791328,4,FELONY,3
283791506,1,FELONY,3
283793436,3,MISDEMEANOR,2
283793441,3,MISDEMEANOR,2
283793453,1,FELONY,3
283793461,1,FELONY,3
283793487,2,FELONY,3
283793490,2,FELONY,3
283793491,2,VIOLATION,1
283793510,4,MISDEMEANOR,2
283793530,5,MISDEMEANOR,2
283795846,2,MISDEMEANOR,2
283795848,2,VIOLATION,1
283795857,2,VIOLATION,1
283795882,4,FELONY,3
283798448,2,VIOLATION,1
283798449,2,FELONY,3
283798451,2,MISDEMEANOR,2
283801078,2,MISDEMEANOR,2
283801079,2,MISDEMEANOR,2
283801093,2,FELONY,3
283801120,4,MISDEMEANOR,2
283801121,4,FELONY,3
283804131,3,VIOLATION,1
283804159,1,MISDEMEANOR,2
283804183,2,FELONY,3
283804185,2,MISDEMEANOR,2
283804225,4,FELONY,3
283804226,4,FELONY,3
283807195,3,MISDEMEANOR,2
283807197,3,MISDEMEANOR,2
283807208,1,FELONY,3
283807210,1,MISDEMEANOR,2
283807222,1,FELONY,3
283807246,2,MISDEMEANOR,2
283807247,2,MISDEMEANOR,2
283807253,2,VIOLATION,1
283807271,4,FELONY,3
283811228,2,FELONY,3
283811233,2,VIOLATION,1
283811234,2,FELONY,3
283811270,5,MISDEMEANOR,2
283813513,1,FELONY,3
283813528,2,VIOLATION,1
283815261,3,MISDEMEANOR,2
283815275,3,MISDEMEANOR,2
283815288,1,FELONY,3
283815295,1,MISDEMEANOR,2
283815310,2,FELONY,3
283815313,2,MISDEMEANOR,2
283815320,2,MISDEMEANOR,2
283815321,2,MISDEMEANOR,2
283815326,2,MISDEMEANOR,2
283817232,3,MISDEMEANOR,2
283817271,2,FELONY,3
283817274,2,FELONY,3
283817276,2,MISDEMEANOR,2
283817323,5,FELONY,3
283819302,3,MISDEMEANOR,2
283819303,3,VIOLATION,1
283819315,1,FELONY,3
283819324,1,FELONY,3
283819344,2,FELONY,3
283819687,3,MISDEMEANOR,2
283819703,1,MISDEMEANOR,2
283819713,1,FELONY,3
283819721,2,MISDEMEANOR,2
283819761,4,MISDEMEANOR,2
283819776,5,FELONY,3
283819941,1,FELONY,3
283819947,1,VIOLATION,1
283819948,1,FELONY,3
283819960,2,MISDEMEANOR,2
283819961,2,MISDEMEANOR,2
283819962,2,VIOLATION,1
283819964,2,MISDEMEANOR,2
283819994,4,MISDEMEANOR,2
283820247,1,MISDEMEANOR,2
283820248,1,MISDEMEANOR,2
283820262,2,VIOLATION,1
283820263,2,MISDEMEANOR,2
283820298,4,MISDEMEANOR,2
283821644,3,MISDEMEANOR,2
283821648,3,FELONY,3
283821649,3,FELONY,3
283821653,1,MISDEMEANOR,2
283821666,2,MISDEMEANOR,2
283821698,5,MISDEMEANOR,2
283827721,2,FELONY,3
283827726,2,FELONY,3
283827729,2,FELONY,3
283828176,1,MISDEMEANOR,2
283828197,2,FELONY,3
283828209,4,VIOLATION,1
283828210,4,FELONY,3
283828604,3,FELONY,3
283828612,1,MISDEMEANOR,2
283828626,2,FELONY,3
283828636,4,MISDEMEANOR,2
283831478,1,VIOLATION,1
283831493,2,MISDEMEANOR,2
283831499,4,FELONY,3
283831501,4,FELONY,3
283831504,4,VIOLATION,1
283831505,4,VIOLATION,1
283832114,1,FELONY,3
283832115,1,MISDEMEANOR,2
283832126,2,FELONY,3
283832139,4,VIOLATION,1
283834914,1,FELONY,3
283834920,1,FELONY,3
283834922,1,FELONY,3
283834959,4,VIOLATION,1
283834965,5,MISDEMEANOR,2
283835999,3,FELONY,3
283836009,1,FELONY,3
283836021,2,FELONY,3
283836023,2,VIOLATION,1
283836041,4,FELONY,3
283836050,5,FELONY,3
283838023,1,VIOLATION,1
283838035,2,MISDEMEANOR,2
283838038,2,VIOLATION,1
283838060,4,FELONY,3
283839361,3,MISDEMEANOR,2
283839382,1,FELONY,3
283839383,1,VIOLATION,1
283839394,2,FELONY,3
283839398,2,FELONY,3
283839424,4,MISDEMEANOR,2
283840700,1,MISDEMEANOR,2
283840719,2,VIOLATION,1
283842066,3,FELONY,3
283842071,3,MISDEMEANOR,2
283842075,3,MISDEMEANOR,2
283842089,1,FELONY,3
283842091,1,MISDEMEANOR,2
283842092,1,MISDEMEANOR,2
283842108,2,FELONY,3
283842109,2,FELONY,3
283842128,4,FELONY,3
283843596,3,MISDEMEANOR,2
283843617,1,MISDEMEANOR,2
283843632,2,FELONY,3
283843639,2,VIOLATION,1
283843665,4,FELONY,3
283845432,1,MISDEMEANOR,2
283845451,2,MISDEMEANOR,2
283845476,4,MISDEMEANOR,2
283845477,4,VIOLATION,1
283845479,4,MISDEMEANOR,2
283845481,5,MISDEMEANOR,2
283847422,1,FELONY,3
283847423,1,FELONY,3
283847474,4,MISDEMEANOR,2
283849212,3,FELONY,3
283849214,3,MISDEMEANOR,2
283849218,3,FELONY,3
283849245,1,MISDEMEANOR,2
283849292,4,MISDEMEANOR,2
283849302,4,VIOLATION,1
283849303,4,MISDEMEANOR,2
283852052,3,FELONY,3
283852078,1,MISDEMEANOR,2
283852089,2,MISDEMEANOR,2
283852121,4,MISDEMEANOR,2
283852123,4,VIOLATION,1
283852125,5,MISDEMEANOR,2
283853587,1,FELONY,3
283853588,1,MISDEMEANOR,2
283853594,1,MISDEMEANOR,2
283853595,1,MISDEMEANOR,2
283853637,4,MISDEMEANOR,2
283853655,5,MISDEMEANOR,2
283855150,3,FELONY,3
283855167,1,MISDEMEANOR,2
283855170,1,FELONY,3
283855177,1,MISDEMEANOR,2
283855188,2,MISDEMEANOR,2
283855224,5,MISDEMEANOR,2
283856860,3,FELONY,3
283856868,3,FELONY,3
283856873,3,MISDEMEANOR,2
283856898,1,FELONY,3
283856907,2,VIOLATION,1
283856908,2,MISDEMEANOR,2
283856909,2,VIOLATION,1
283856947,5,FELONY,3
283856949,5,VIOLATION,1
283858377,1,FELONY,3
283858378,1,FELONY,3
283858381,1,FELONY,3
283858396,2,MISDEMEANOR,2
283858397,2,MISDEMEANOR,2
283858431,4,FELONY,3
283858432,4,MISDEMEANOR,2
283858447,4,FELONY,3
283858448,4,MISDEMEANOR,2
283858615,2,VIOLATION,1
283858642,4,MISDEMEANOR,2
283858647,4,FELONY,3
283858648,4,FELONY,3
283858649,4,FELONY,3
283858793,3,MISDEMEANOR,2
283858852,4,FELONY,3
283858857,4,FELONY,3
283859103,3,FELONY,3
283859109,1,MISDEMEANOR,2
283859127,2,MISDEMEANOR,2
283859139,2,VIOLATION,1
283859144,4,MISDEMEANOR,2
283859145,4,MISDEMEANOR,2
283859155,5,MISDEMEANOR,2
283860364,3,FELONY,3
283860372,1,MISDEMEANOR,2
283860384,1,VIOLATION,1
283860394,2,MISDEMEANOR,2
283860399,2,MISDEMEANOR,2
283860402,2,MISDEMEANOR,2
283860407,2,MISDEMEANOR,2
283860432,5,MISDEMEANOR,2
283865035,1,MISDEMEANOR,2
283865036,1,MISDEMEANOR,2
283865043,1,MISDEMEANOR,2
283865056,2,MISDEMEANOR,2
283865081,4,FELONY,3
283865441,2,MISDEMEANOR,2
283865449,4,FELONY,3
283865785,1,FELONY,3
283865796,2,FELONY,3
283865797,2,FELONY,3
283865798,2,MISDEMEANOR,2
283867656,1,MISDEMEANOR,2
283867660,2,MISDEMEANOR,2
283868261,1,MISDEMEANOR,2
283868265,1,MISDEMEANOR,2
283870808,1,FELONY,3
283870811,1,VIOLATION,1
283870825,2,MISDEMEANOR,2
283870838,4,MISDEMEANOR,2
283870844,4,MISDEMEANOR,2
283870847,5,FELONY,3
283872308,3,VIOLATION,1
283872309,3,MISDEMEANOR,2
283872318,3,FELONY,3
283872332,1,VIOLATION,1
283872333,1,VIOLATION,1
283872334,1,FELONY,3
283872392,5,VIOLATION,1
283874501,3,MISDEMEANOR,2
283874524,1,FELONY,3
283874525,1,FELONY,3
283874527,1,MISDEMEANOR,2
283874545,2,MISDEMEANOR,2
283874546,2,MISDEMEANOR,2
283874548,2,FELONY,3
283874587,4,FELONY,3
283875902,3,VIOLATION,1
283875908,1,MISDEMEANOR,2
283875914,1,MISDEMEANOR,2
283877221,3,MISDEMEANOR,2
283879044,1,FELONY,3
283879048,1,FELONY,3
283879049,1,MISDEMEANOR,2
283879052,1,MISDEMEANOR,2
283879067,2,MISDEMEANOR,2
283879094,4,FELONY,3
283879095,4,MISDEMEANOR,2
283880957,3,FELONY,3
283880960,3,MISDEMEANOR,2
283880961,3,MISDEMEANOR,2
283880979,1,FELONY,3
283880983,1,MISDEMEANOR,2
283880996,1,FELONY,3
283881002,2,VIOLATION,1
283881004,2,MISDEMEANOR,2
283881018,4,MISDEMEANOR,2
283881019,4,MISDEMEANOR,2
283881026,4,MISDEMEANOR,2
283881030,5,FELONY,3
283882979,3,MISDEMEANOR,2
283883004,1,MISDEMEANOR,2
283883027,2,MISDEMEANOR,2
283884903,3,VIOLATION,1
283884907,3,MISDEMEANOR,2
283884924,1,MISDEMEANOR,2
283884925,1,MISDEMEANOR,2
283884927,1,FELONY,3
283884949,2,MISDEMEANOR,2
283884967,4,FELONY,3
283884979,4,FELONY,3
283887115,1,VIOLATION,1
283887133,2,MISDEMEANOR,2
283887134,2,MISDEMEANOR,2
283887163,4,VIOLATION,1
283889461,3,MISDEMEANOR,2
283889464,3,FELONY,3
283889465,3,MISDEMEANOR,2
283889489,1,VIOLATION,1
283889491,1,MISDEMEANOR,2
283889507,2,MISDEMEANOR,2
283889508,2,MISDEMEANOR,2
283889537,4,FELONY,3
283889538,4,MISDEMEANOR,2
283889539,4,VIOLATION,1
283889548,5,MISDEMEANOR,2
283890901,1,MISDEMEANOR,2
283890907,1,MISDEMEANOR,2
283890920,2,MISDEMEANOR,2
283890924,2,FELONY,3
283890925,2,FELONY,3
283890949,4,FELONY,3
283890950,4,MISDEMEANOR,2
283892304,1,MISDEMEANOR,2
283892314,1,MISDEMEANOR,2
283892315,1,MISDEMEANOR,2
283892317,1,MISDEMEANOR,2
283892327,2,MISDEMEANOR,2
283892335,2,MISDEMEANOR,2
283892340,2,MISDEMEANOR,2
283892341,2,MISDEMEANOR,2
283892360,4,FELONY,3
283892369,4,MISDEMEANOR,2
283892370,4,MISDEMEANOR,2
283892371,4,MISDEMEANOR,2
283892372,4,FELONY,3
283893719,1,MISDEMEANOR,2
283893727,1,MISDEMEANOR,2
283893738,2,VIOLATION,1
283893740,2,VIOLATION,1
283893741,2,FELONY,3
283893745,2,FELONY,3
283893748,2,VIOLATION,1
283893784,4,VIOLATION,1
283893786,5,MISDEMEANOR,2
283894974,1,MISDEMEANOR,2
283894991,2,FELONY,3
283894993,2,VIOLATION,1
283894994,2,MISDEMEANOR,2
283894995,2,MISDEMEANOR,2
283894996,2,VIOLATION,1
283895006,2,VIOLATION,1
283895007,2,FELONY,3
283895008,2,MISDEMEANOR,2
283895032,4,MISDEMEANOR,2
283895199,1,FELONY,3
283895203,1,FELONY,3
283895220,2,MISDEMEANOR,2
283895222,2,MISDEMEANOR,2
283895248,4,FELONY,3
283895374,1,FELONY,3
283895397,2,FELONY,3
283895399,2,MISDEMEANOR,2
283895430,4,MISDEMEANOR,2
283895431,4,MISDEMEANOR,2
283896008,3,FELONY,3
283896025,2,MISDEMEANOR,2
283896053,4,MISDEMEANOR,2
283897113,3,MISDEMEANOR,2
283897136,2,MISDEMEANOR,2
283897162,4,MISDEMEANOR,2
283897163,4,MISDEMEANOR,2
283901603,1,MISDEMEANOR,2
283901627,4,MISDEMEANOR,2
283902176,1,MISDEMEANOR,2
283902189,2,MISDEMEANOR,2
283902209,4,FELONY,3
283902567,3,VIOLATION,1
283902582,2,FELONY,3
283902587,2,FELONY,3
283902588,2,VIOLATION,1
283902599,4,FELONY,3
283902600,4,FELONY,3
283904528,3,VIOLATION,1
283904536,1,VIOLATION,1
283904563,4,MISDEMEANOR,2
283905446,2,MISDEMEANOR,2
283905468,4,MISDEMEANOR,2
283905470,4,MISDEMEANOR,2
283920020,3,MISDEMEANOR,2
283920036,3,MISDEMEANOR,2
283920051,3,MISDEMEANOR,2
283920055,3,MISDEMEANOR,2
283920071,3,MISDEMEANOR,2
283920074,3,VIOLATION,1
283920076,3,MISDEMEANOR,2
283920175,1,MISDEMEANOR,2
283920182,1,MISDEMEANOR,2
283920183,1,MISDEMEANOR,2
283920190,1,MISDEMEANOR,2
283920232,1,FELONY,3
283920233,1,FELONY,3
283920236,1,MISDEMEANOR,2
283920372,2,MISDEMEANOR,2
283920373,2,FELONY,3
283920374,2,MISDEMEANOR,2
283920377,2,FELONY,3
283920378,2,FELONY,3
283920408,2,MISDEMEANOR,2
283920409,2,MISDEMEANOR,2
283920411,2,FELONY,3
283920413,2,VIOLATION,1
283920414,2,VIOLATION,1
283920444,2,MISDEMEANOR,2
283920445,2,FELONY,3
283920536,4,MISDEMEANOR,2
283920574,4,FELONY,3
283920576,4,FELONY,3
283920577,4,VIOLATION,1
283920634,4,MISDEMEANOR,2
283920636,4,MISDEMEANOR,2
283920638,4,VIOLATION,1
283920642,4,MISDEMEANOR,2
283920643,4,FELONY,3
283920644,4,MISDEMEANOR,2
283920645,4,MISDEMEANOR,2
283920646,4,MISDEMEANOR,2
283920647,4,VIOLATION,1
283920648,4,MISDEMEANOR,2
283920650,4,VIOLATION,1
283920671,5,VIOLATION,1
283920677,5,FELONY,3
283920709,1,FELONY,3
283923381,1,FELONY,3
283923382,1,MISDEMEANOR,2
283923394,2,MISDEMEANOR,2
283923400,2,MISDEMEANOR,2
283923404,2,MISDEMEANOR,2
283923434,4,FELONY,3
283923447,4,FELONY,3
283927136,3,MISDEMEANOR,2
283927156,3,MISDEMEANOR,2
283927168,1,MISDEMEANOR,2
283927175,1,FELONY,3
283927192,2,VIOLATION,1
283927218,4,MISDEMEANOR,2
283927223,4,MISDEMEANOR,2
283927236,5,FELONY,3
283930343,3,MISDEMEANOR,2
283930348,3,MISDEMEANOR,2
283930366,1,MISDEMEANOR,2
283930391,2,MISDEMEANOR,2
283930396,2,MISDEMEANOR,2
283930436,4,VIOLATION,1
283930438,4,FELONY,3
283934294,3,MISDEMEANOR,2
283934298,3,MISDEMEANOR,2
283934304,3,MISDEMEANOR,2
283934329,1,FELONY,3
283934340,2,MISDEMEANOR,2
283934350,2,FELONY,3
283934352,2,MISDEMEANOR,2
283934353,2,MISDEMEANOR,2
283936117,3,VIOLATION,1
283936123,3,MISDEMEANOR,2
283936144,1,MISDEMEANOR,2
283936150,1,FELONY,3
283936179,2,FELONY,3
283936185,2,MISDEMEANOR,2
283936202,4,MISDEMEANOR,2
283938088,1,FELONY,3
283938089,1,FELONY,3
283938128,2,VIOLATION,1
283938129,2,MISDEMEANOR,2
283938132,2,FELONY,3
283938133,2,FELONY,3
283938165,4,FELONY,3
283939902,3,MISDEMEANOR,2
283939922,1,FELONY,3
283939923,1,FELONY,3
283939934,1,MISDEMEANOR,2
283939938,1,MISDEMEANOR,2
283939940,1,MISDEMEANOR,2
283941727,1,FELONY,3
283941752,2,MISDEMEANOR,2
283941753,2,MISDEMEANOR,2
283941754,2,MISDEMEANOR,2
283942013,1,FELONY,3
283942020,1,VIOLATION,1
283942033,2,FELONY,3
283942042,2,MISDEMEANOR,2
283942043,2,VIOLATION,1
283942044,2,VIOLATION,1
283942045,2,VIOLATION,1
283942046,2,MISDEMEANOR,2
283942057,4,MISDEMEANOR,2
283942217,1,FELONY,3
283942218,1,FELONY,3
283942229,2,MISDEMEANOR,2
283942230,2,MISDEMEANOR,2
283942231,2,FELONY,3
283942232,2,MISDEMEANOR,2
283942237,2,MISDEMEANOR,2
283942256,4,MISDEMEANOR,2
283942266,4,MISDEMEANOR,2
283942267,4,MISDEMEANOR,2
283944248,2,FELONY,3
283944251,2,MISDEMEANOR,2
283944252,2,MISDEMEANOR,2
283944254,2,MISDEMEANOR,2
283944273,4,MISDEMEANOR,2
283944284,4,MISDEMEANOR,2
283944296,5,MISDEMEANOR,2
283945316,1,VIOLATION,1
283945350,4,VIOLATION,1
283945351,4,MISDEMEANOR,2
283951094,3,MISDEMEANOR,2
283951123,4,MISDEMEANOR,2
283951628,1,FELONY,3
283951638,2,FELONY,3
283951640,2,MISDEMEANOR,2
283955179,3,MISDEMEANOR,2
283955185,1,VIOLATION,1
283956474,3,MISDEMEANOR,2
283956478,1,VIOLATION,1
283956482,1,MISDEMEANOR,2
283956485,1,MISDEMEANOR,2
283956520,5,MISDEMEANOR,2
283959462,3,MISDEMEANOR,2
283959484,1,MISDEMEANOR,2
283959501,2,FELONY,3
283959540,4,MISDEMEANOR,2
283959542,5,MISDEMEANOR,2
283961937,1,MISDEMEANOR,2
283961948,2,FELONY,3
283965569,1,VIOLATION,1
283965574,1,MISDEMEANOR,2
283965575,1,FELONY,3
283965588,2,FELONY,3
283965597,2,FELONY,3
283965654,4,MISDEMEANOR,2
283965655,4,MISDEMEANOR,2
283965660,5,MISDEMEANOR,2
283968957,1,MISDEMEANOR,2
283968971,2,MISDEMEANOR,2
283968975,2,FELONY,3
283968980,2,MISDEMEANOR,2
283968981,2,MISDEMEANOR,2
283969011,4,FELONY,3
283969014,4,FELONY,3
283969016,4,FELONY,3
283971609,1,MISDEMEANOR,2
283971670,4,FELONY,3
283971686,5,MISDEMEANOR,2
283974738,3,FELONY,3
283974740,3,MISDEMEANOR,2
283974763,1,FELONY,3
283974764,1,FELONY,3
283974766,1,MISDEMEANOR,2
283974789,2,FELONY,3
283974818,4,MISDEMEANOR,2
283974821,4,FELONY,3
283974827,4,FELONY,3
283978390,3,MISDEMEANOR,2
283978413,1,MISDEMEANOR,2
283978423,1,MISDEMEANOR,2
283978424,1,MISDEMEANOR,2
283978437,2,VIOLATION,1
283978438,2,VIOLATION,1
283978439,2,FELONY,3
283978444,2,FELONY,3
283978480,4,MISDEMEANOR,2
283981958,1,FELONY,3
283981963,1,MISDEMEANOR,2
283981992,2,FELONY,3
283981993,2,VIOLATION,1
283986321,3,MISDEMEANOR,2
283986336,1,MISDEMEANOR,2
283986343,1,MISDEMEANOR,2
283986345,1,FELONY,3
283986366,2,MISDEMEANOR,2
283986372,2,MISDEMEANOR,2
283986407,4,MISDEMEANOR,2
283990094,3,MISDEMEANOR,2
283990096,3,MISDEMEANOR,2
283990114,1,MISDEMEANOR,2
283990116,1,MISDEMEANOR,2
283990148,2,MISDEMEANOR,2
283990182,4,VIOLATION,1
283990193,4,FELONY,3
283990202,5,MISDEMEANOR,2
283995430,3,FELONY,3
283995447,1,MISDEMEANOR,2
283995450,1,FELONY,3
283995451,1,MISDEMEANOR,2
283995462,1,MISDEMEANOR,2
283995467,1,VIOLATION,1
283995487,2,FELONY,3
283995500,2,MISDEMEANOR,2
283995511,2,VIOLATION,1
283995512,2,FELONY,3
283995535,4,VIOLATION,1
283995546,4,VIOLATION,1
283995548,4,FELONY,3
283995550,4,MISDEMEANOR,2
283998840,3,FELONY,3
283998868,1,MISDEMEANOR,2
283998899,2,MISDEMEANOR,2
283998908,2,FELONY,3
283998936,4,MISDEMEANOR,2
283998943,4,MISDEMEANOR,2
284002752,3,FELONY,3
284002778,1,MISDEMEANOR,2
284002779,1,MISDEMEANOR,2
284002794,1,MISDEMEANOR,2
284002826,2,FELONY,3
284002831,2,MISDEMEANOR,2
284006414,1,VIOLATION,1
284006421,1,MISDEMEANOR,2
284006422,1,MISDEMEANOR,2
284006424,1,MISDEMEANOR,2
284006425,1,FELONY,3
284006427,1,MISDEMEANOR,2
284006429,1,MISDEMEANOR,2
284006454,2,MISDEMEANOR,2
284006456,2,MISDEMEANOR,2
284006467,2,FELONY,3
284006499,4,FELONY,3
284009259,3,MISDEMEANOR,2
284009260,3,MISDEMEANOR,2
284009309,2,FELONY,3
284009345,4,MISDEMEANOR,2
284009355,4,MISDEMEANOR,2
284009685,1,MISDEMEANOR,2
284009691,1,VIOLATION,1
284009703,2,VIOLATION,1
284009705,2,FELONY,3
284009706,2,MISDEMEANOR,2
284009713,2,MISDEMEANOR,2
284009714,2,MISDEMEANOR,2
284009756,5,FELONY,3
284009966,3,VIOLATION,1
284009969,3,MISDEMEANOR,2
284009974,3,MISDEMEANOR,2
284009988,1,VIOLATION,1
284010002,2,FELONY,3
284010029,4,VIOLATION,1
284010033,4,MISDEMEANOR,2
284010034,4,FELONY,3
284011212,3,FELONY,3
284011238,2,VIOLATION,1
284011244,2,MISDEMEANOR,2
284011279,4,FELONY,3
284011289,4,VIOLATION,1
284011293,4,FELONY,3
284013019,2,MISDEMEANOR,2
284013026,2,VIOLATION,1
284013027,2,MISDEMEANOR,2
284013038,2,MISDEMEANOR,2
284013059,4,MISDEMEANOR,2
284021135,3,FELONY,3
284021154,1,MISDEMEANOR,2
284021156,1,MISDEMEANOR,2
284021180,4,VIOLATION,1
284021619,2,MISDEMEANOR,2
284022081,4,MISDEMEANOR,2
284025396,3,VIOLATION,1
284025426,4,FELONY,3
284025427,4,VIOLATION,1
284025431,4,MISDEMEANOR,2
284026464,1,FELONY,3
284026501,4,VIOLATION,1
284028852,1,VIOLATION,1
284030925,3,MISDEMEANOR,2
284030931,3,FELONY,3
284030934,3,MISDEMEANOR,2
284030935,3,FELONY,3
284030949,1,FELONY,3
284030958,1,VIOLATION,1
284030959,1,FELONY,3
284030984,2,MISDEMEANOR,2
284031025,4,MISDEMEANOR,2
284031026,4,VIOLATION,1
284031028,4,FELONY,3
284034781,1,FELONY,3
284034829,4,MISDEMEANOR,2
284034830,4,MISDEMEANOR,2
284037268,1,VIOLATION,1
284037296,2,MISDEMEANOR,2
284037327,4,MISDEMEANOR,2
284037328,4,MISDEMEANOR,2
284040197,1,FELONY,3
284040219,2,FELONY,3
284040220,2,FELONY,3
284040224,2,FELONY,3
284040263,4,VIOLATION,1
284040264,4,FELONY,3
284043189,3,MISDEMEANOR,2
284043210,1,FELONY,3
284043211,1,FELONY,3
284043212,1,FELONY,3
284043219,1,FELONY,3
284043231,2,FELONY,3
284043274,5,MISDEMEANOR,2
284047050,3,MISDEMEANOR,2
284047055,3,FELONY,3
284047056,3,MISDEMEANOR,2
